oga_id,catalogue_number,supplier,rrid,gene_name,availability_checked,evidence_quote,evidence_type,checked_how,checked_on,previous_verdict
2384,ab309228,abcam,AB_3105954,GBA1,available,[11-12 Aug] Price: Starts from $7990,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2387,ab277243,abcam,AB_3105956,SMPD1,available,[11-12 Aug] Price: Starts from $7845,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2388,ab32152,abcam,AB_778798,FLT1,available,[11-12 Aug] Price: Starts from $215,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2390,ab285069,abcam,AB_3106903,FLT1,available,[11-12 Aug] Price: Starts from $820,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2391,ab284963,abcam,AB_3106904,FLT1,available,[11-12 Aug] Price: Starts from $820,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2396,ab11934,abcam,AB_2043171,FLT1,discontinued,"Abcam: page renders in full with no price and no buy panel, but carries NO discontinuation notice (OBSERVATION, NOT A QUOTE). Contrast Abcam discontinued controls ab4193/ab39969, whose titles read ""is not available"" and whose pages state ""This product is discontinued"".",no_purchase_option_no_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
2398,ab183704,abcam,AB_3160160,SLIT1,available,[11-12 Aug] Price: Starts from $210,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2403,MA5-51296,Thermo Fisher Scientific,AB_3093094,TRIM21,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2408,GTX101064,GeneTex,AB_2037779,PSAP,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2411,GTX113554,GeneTex,AB_2038037,TRIM21,discontinued,[11-12 Aug] SSA1 antibody [C1C3] (GTX113554) has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2427,ab151724,abcam,AB_3233479,SLIT1,discontinued,"Abcam: page renders in full with no price and no buy panel, but carries NO discontinuation notice (OBSERVATION, NOT A QUOTE). Contrast Abcam discontinued controls ab4193/ab39969, whose titles read ""is not available"" and whose pages state ""This product is discontinued"".",no_purchase_option_no_statement,"claude / supplier site, live page visit (Chrome)",2026-08-30,available
2443,A19020,ABclonal,AB_2862512,CD44,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2453,MA5-55403,Thermo Fisher Scientific,,CTSB,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2471,ab126729,abcam,AB_11131145,NTN1,available,[11-12 Aug] Price: Starts from $395,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2483,11718-1-AP,Proteintech,AB_3669132,RAB13,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2493,28607-1-AP,Proteintech,AB_3086069,DYRK1A,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2494,31399-1-AP,Proteintech,,CTSB,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2500,83336-2-RR,Proteintech,AB_3670998,RAB13,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2503,ab302562,abcam,AB_3698251,TICAM1,available,[11-12 Aug] Price: Starts from $400,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2505,ab272408,abcam,AB_3698247,CTSB,available,[11-12 Aug] Price: Starts from $790,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2507,ab272409,abcam,AB_3698248,CTSB,available,[11-12 Aug] Price: Starts from $7845,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2525,16809,Cell Signaling Technology,AB_3698321,TICAM1,available,[11-12 Aug] To Purchase # 16809; £402; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2531,NBP3-32643,Bio-Techne (Novus Biologicals),AB_3698354,NTN1,available,[11-12 Aug] NBP3-32643 100 ul £354.00 In Stock: 7-9 Business Days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2533,NBP2-66871,Bio-Techne (Novus Biologicals),AB_3698347,GBA1,available,[11-12 Aug] NBP2-66871 100 ul £371.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2546,ABCD_AZ272,ABCD Antibodies,AB_3698277,CTSB,not_rechecked,[11-12 Aug] Interested in this antibody? Contact the Geneva Antibody Facility to assess production feasibility,,not re-checked on 30 Aug,2026-08-12,unclear
2547,ABCD_AZ319,ABCD Antibodies,AB_3698278,CTSB,not_rechecked,[11-12 Aug] Interested in this antibody? Contact the Geneva Antibody Facility to assess production feasibility,,not re-checked on 30 Aug,2026-08-12,unclear
2561,CPTC-MDH1-3,Developmental Studies Hybridoma Bank (DSHB),AB_10805425,MDH1,available,[11-12 Aug] Clone ID / Name: CPTC-MDH1-3 ... $50.00 ... In Stock ... Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2575,GTX104122,GeneTex,AB_1950905,ME1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2576,GTX632190,GeneTex,AB_2888296,ME1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2577,GTX632188,GeneTex,AB_2888294,ME1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2578,GTX632189,GeneTex,AB_2888295,ME1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2580,GTX640822,GeneTex,AB_3698345,NFE2L2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2581,GTX132552,GeneTex,AB_2886673,PARK7,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2583,GTX634831,GeneTex,AB_2888486,PARK7,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2584,GTX634830,GeneTex,AB_2888485,PARK7,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2589,GTX132002,GeneTex,AB_2886546,PC,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2590,GTX131987,GeneTex,AB_2886545,PC,discontinued,[11-12 Aug] Pyruvate Carboxylase antibody (GTX131987) has been discontinued.,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,discontinued
2597,GTX637387,GeneTex,AB_3698338,TREM2,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2605,GTX103761,GeneTex,AB_11173959,KIF5A,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2615,AB126630,abcam,AB_11129704,IFIH1,available,[11-12 Aug] Price: Starts from $395,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2616,MA5-55914,Thermo Fisher Scientific,AB_3668146,IFIH1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2618,NBP3-21840,Bio-Techne (Novus Biologicals),AB_3622547,IFIH1,available,[11-12 Aug] NBP3-21840-50ul 50 ul £238.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2619,A9673,ABclonal,AB_2863757,MDH1,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2620,A7563,ABclonal,AB_2768088,MDH1,available,[11-12 Aug] 100 μL/￡240 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2624,ab181091,abcam,AB_3698218,MDH1,available,[11-12 Aug] Price: Starts from $315,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2625,MA5-56543,Thermo Fisher Scientific,AB_3679570,MDH1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2626,NBP3-32582,Bio-Techne (Novus Biologicals),AB_3698353,MDH1,available,[11-12 Aug] NBP3-32582 100 ul £354.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2627,H00004190-M01,Abnova,AB_2143283,MDH1,not_rechecked,"[11-12 Aug] 100 ug USD $ 352.00 order now, ship next day / Add to Cart",,not re-checked on 30 Aug,2026-08-12,available
2628,MA5-57454,Thermo Fisher Scientific,AB_3680479,MDH1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2629,MA5-32297,Thermo Fisher Scientific,AB_2809582,PARK7,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2630,MA5-35258,Thermo Fisher Scientific,AB_2849161,PARK7,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2631,MA5-33099,Thermo Fisher Scientific,AB_2802649,PARK7,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2632,5933,Cell Signaling Technology,AB_11179085,PARK7,available,[11-12 Aug] To Purchase # 5933; £410; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2633,AB201147,abcam,AB_3698231,PARK7,available,[11-12 Aug] Price: Starts from $520,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2635,AB76241,abcam,AB_2283514,PARK7,available,[11-12 Aug] Price: Starts from $355,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2656,55739,Cell Signaling Technology,AB_3095850,TREM2,available,[11-12 Aug] To Purchase # 55739; £372; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2657,29715,Cell Signaling Technology,AB_3698323,TREM2,available,[11-12 Aug] To Purchase # 29715; £372; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2658,91068,Cell Signaling Technology,AB_2721119,TREM2,available,[11-12 Aug] To Purchase # 91068; £353; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2661,A5497,ABclonal,AB_2863506,SDCBP,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2662,27964,Cell Signaling Technology,AB_3698322,SDCBP,available,[11-12 Aug] To Purchase # 27964; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2665,NBP3-26333,Bio-Techne (Novus Biologicals),AB_3638522,SDCBP,available,[11-12 Aug] NBP3-26333-50ul 50 ul £242.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2669,MA5-34819,Thermo Fisher Scientific,AB_2848727,SDCBP,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2670,MA5-35685,Thermo Fisher Scientific,AB_2849585,SDCBP,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2671,MA5-53244,Thermo Fisher Scientific,AB_3247717,SDCBP,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2680,A8814,ABclonal,AB_2863614,DLAT,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2681,12362,Cell Signaling Technology,AB_2797893,DLAT,available,[11-12 Aug] To Purchase # 12362; £373; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2683,NBP3-22153,Bio-Techne (Novus Biologicals),AB_3622859,DLAT,available,[11-12 Aug] NBP3-22153-50ul 50 ul £254.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2684,NBP3-32880,Bio-Techne (Novus Biologicals),AB_3698358,DLAT,available,[11-12 Aug] NBP3-32880 100 ul £354.00 Please Call for Availability,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2685,MA5-50773,Thermo Fisher Scientific,AB_3094244,DLAT,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2686,MA5-55669,Thermo Fisher Scientific,AB_3667901,DLAT,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2687,MA5-53986,Thermo Fisher Scientific,AB_3248457,DLAT,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2688,ab110332,abcam,AB_10858998,DLAT,available,[11-12 Aug] Price: Starts from $175,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2689,ab172617,abcam,AB_2827534,DLAT,available,[11-12 Aug] Price: Starts from $220,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2694,ZRB1602,MilliporeSigma,AB_3698367,CAV1,not_rechecked,[11-12 Aug] ZRB1602-25UL Estimated to ship on 25 September 2026 £173.00,,not re-checked on 30 Aug,2026-08-12,available
2740,92872,Cell Signaling Technology,AB_3698333,KIF5A,available,[11-12 Aug] To Purchase # 92872; £415; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2745,ab322900,abcam,AB_3698263,KIF5A,available,[11-12 Aug] Price: Starts from $225,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2791,20733,Cell Signaling Technology,AB_2934224,NFE2L2,available,[11-12 Aug] To Purchase # 20733; £375; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2792,33649,Cell Signaling Technology,AB_2922991,NFE2L2,available,[11-12 Aug] To Purchase # 33649; £372; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2800,A21176,ABclonal,AB_3661892,NFE2L2,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2801,A21191,ABclonal,,BECN1,available,[11-12 Aug] 100 μL/￡245 Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2803,MA5-51201,Thermo Fisher Scientific,AB_3094195,BECN1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2804,MA5-15825,Thermo Fisher Scientific,AB_11153717,BECN1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2805,ARP86769_P050,Aviva Systems Biology,AB_3698310,BECN1,available,[11-12 Aug] Availability: Domestic: within 24 hours delivery | International: 3-5 days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2811,ARP97266_P050,Aviva Systems Biology,AB_3698315,BECN1,available,[11-12 Aug] Availability: Domestic: within 24 hours delivery | International: 3-5 days,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2817,3495,Cell Signaling Technology,AB_1903911,BECN1,available,[11-12 Aug] To Purchase # 3495; £333; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2818,ZRB1222,MilliporeSigma,AB_3698362,BECN1,not_rechecked,[11-12 Aug] ZRB1222-25UL Available to ship TODAY from Schnelldorf Distribution £173.00,,not re-checked on 30 Aug,2026-08-12,available
2820,66665-1-Ig,Proteintech,AB_2882020,BECN1,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2821,68723-1-Ig,Proteintech,AB_3206275,TREM2,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2822,83438-6-RR,Proteintech,AB_3671079,TREM2,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2847,MA5-56479,Thermo Fisher Scientific,AB_3679510,TICAM1,available,[11-12 Aug] Add to Cart,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2851,80593-1-RR,Proteintech,AB_2918904,NFE2L2,available,[11-12 Aug] Add to Basket,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2856,ab221137,abcam,AB_2833081,C9orf72,available,[11-12 Aug] Price: Starts from $340,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
2857,64196,Cell Signaling Technology,AB_2833080,C9orf72,available,[11-12 Aug] To Purchase # 64196; £421; ADD TO BASKET,,"claude / supplier site — 30 Aug recheck, no quote captured",2026-08-30,available
